Merge,Conflicts,Javas,AST
e57c0a642086a0bb5c194764cf98068ea772a86d,1,1,"[['services/core/java/com/android/server/BluetoothManagerService.java', [[994, 1002, 9, 19, ['<com.android.server.BluetoothManagerService: void continueFromBleOnState()>#984#1019']]], [[970, 971, 2, 6, ['<com.android.server.BluetoothManagerService: void continueFromBleOnState()>#960#986']]]]]"
ddc3dc79034f4570388245270b50ddad964c11f0,3,3,"[['packages/Tethering/src/android/net/ip/IpServer.java', [[111, 130, 20, 0, []], [630, 666, 37, 91, ['<android.net.ip.IpServer: boolean configureIPv4(boolean)>#627#695']]], [[0, 0, 0, 0, []], [631, 636, 6, 8, ['<android.net.ip.IpServer: boolean configureIPv4(boolean)>#628#673']]]], ['packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', [[718, 747, 30, 80, ['<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void updateHotspotIcon(int)>#733#747', '<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void updateMediaIcon()>#729#731', '<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void onMediaDataLoaded(String,MediaData)>#720#722', '<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void onMediaDataRemoved(String)>#725#727']]], [[0, 0, 0, 0, []]]], ['services/core/java/com/android/server/audio/AudioDeviceBroker.java', [[1188, 1188, 1, 1, ['<com.android.server.audio.AudioDeviceBroker: boolean isMessageHandledUnderWakelock(int)>#1174#1193']]], [[1064, 1064, 1, 1, ['<com.android.server.audio.AudioDeviceBroker.BrokerHandler: void handleMessage(Message)>#855#1084']]]]]"
a9736185db896fe2edde0281d71102b35327b7f8,4,4,"[['packages/SystemUI/src/com/android/systemui/statusbar/phone/PhoneStatusBarPolicy.java', [[706, 719, 14, 58, ['<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void updateHotspotIcon(int)>#706#720']]], [[717, 728, 12, 22, ['<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void onMediaDataRemoved(String)>#723#725', '<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void onMediaDataLoaded(String,MediaData)>#718#720', '<com.android.systemui.statusbar.phone.PhoneStatusBarPolicy: void updateMediaIcon()>#727#729']]]], ['services/core/java/com/android/server/audio/AudioService.java', [[1961, 1971, 11, 33, ['<com.android.server.audio.AudioService: void adjustStreamVolume(int,int,int,String,String,int)>#1960#2219']]], [[1938, 1939, 2, 10, ['<com.android.server.audio.AudioService: void adjustSuggestedStreamVolume(int,int,int,String,String,int,boolean,int)>#1937#1995']]]], ['services/core/java/com/android/server/am/CachedAppOptimizer.java', [[240, 250, 11, 22, ['<com.android.server.am.CachedAppOptimizer: void <init>(ActivityManagerService)>#242#251']]], [[248, 251, 4, 7, ['<com.android.server.am.CachedAppOptimizer: void <init>(ActivityManagerService)>#250#252']]]], ['core/java/android/app/ActivityManagerInternal.java', [[431, 432, 2, 6, ['<android.app.ActivityManagerInternal: int startActivityAsUserEmpty(Bundle)>#432#432']]], [[431, 443, 13, 14, ['<android.app.ActivityManagerInternal: void updatePendingTopUid(int,boolean)>#436#436', '<android.app.ActivityManagerInternal: boolean isPendingTopUid(int)>#443#443']]]]]"
bb9ded46832af38a453b78b92ad2de32ef1cf845,3,3,"[['telephony/java/android/telephony/CarrierConfigManager.java', [[1664, 1670, 7, 0, []]], [[1635, 1641, 7, 0, []]]], ['services/core/java/com/android/server/audio/AudioService.java', [[3634, 3637, 4, 11, ['<com.android.server.audio.AudioService.SetModeDeathHandler: void binderDied()>#3619#3638']], [4018, 4020, 3, 14, ['<com.android.server.audio.AudioService: void setSpeakerphoneOn(boolean)>#3993#4039']]], [[3582, 3582, 1, 3, ['<com.android.server.audio.AudioService.SetModeDeathHandler: void binderDied()>#3569#3583']], [3948, 3948, 1, 9, ['<com.android.server.audio.AudioService: void setSpeakerphoneOn(IBinder,boolean)>#3937#3967']]]], ['services/core/java/com/android/server/audio/AudioDeviceBroker.java', [[223, 228, 6, 16, ['<com.android.server.audio.AudioDeviceBroker: boolean setSpeakerphoneOn(boolean,String)>#205#230']]], [[244, 254, 11, 6, ['<com.android.server.audio.AudioDeviceBroker: boolean isSpeakerphoneOnRequested()>#252#262']]]]]"
21f5f0690d944268de9d3f082d41d4580e5f6c16,1,1,"[['services/core/java/com/android/server/ConnectivityService.java', [[8252, 8320, 69, 139, ['<com.android.server.ConnectivityService: void handleUpdateActiveDataSubId(int)>#8317#8321', '<com.android.server.ConnectivityService: void handleUpdateTCPBuffersfor5G()>#8308#8315', '<com.android.server.ConnectivityService: boolean satisfiesMobileNetworkDataCheck(NetworkCapabilities)>#8260#8275', '<com.android.server.ConnectivityService: boolean isMobileNetwork(NetworkAgentInfo)>#8252#8258', '<com.android.server.ConnectivityService: int getIntSpecifier(NetworkSpecifier)>#8285#8292', '<com.android.server.ConnectivityService: boolean isBestMobileMultiNetwork(NetworkAgentInfo,NetworkCapabilities,NetworkAgentInfo,NetworkCapabilities,NetworkCapabilities)>#8294#8306', '<com.android.server.ConnectivityService: boolean satisfiesMobileMultiNetworkDataCheck(NetworkCapabilities,NetworkCapabilities)>#8277#8283']]], [[8164, 8181, 18, 52, ['<com.android.server.ConnectivityService: void simulateDataStall(int,long,Network,PersistableBundle)>#8165#8182']]]]]"
29c143c9ac800bdd15598250e6f2207f05c9a5b0,1,1,"[['services/core/java/com/android/server/audio/BtHelper.java', [[411, 423, 13, 26, ['<com.android.server.audio.BtHelper: void receiveBtEvent(Intent)>#375#452']], [0, 0, 0, 0, []]], [[308, 324, 17, 31, ['<com.android.server.audio.BtHelper: void receiveBtEvent(Intent)>#281#354']], [327, 331, 5, 7, ['<com.android.server.audio.BtHelper: void receiveBtEvent(Intent)>#281#354']]]]]"
89ca8eb6845aeb5da5c69c25c3fb5c31e0d827d7,1,1,"[['telephony/java/android/telephony/TelephonyManager.java', [[13107, 13112, 6, 9, ['<android.telephony.TelephonyManager: void notifyUserActivity()>#13100#13114']]], [[13101, 13103, 3, 7, ['<android.telephony.TelephonyManager: void notifyUserActivity()>#13094#13105']]]]]"
94ad7689180978108cde82c6ea9557f0490fb2e1,1,0,[]
56b8036d49b44d68c526695fc307d05fe299f168,3,0,[]
c612890eae98c63cdd4c7a119c35c44257303230,1,0,[]
4986b8091f9beefea4189a5884e7a9edd7f53034,1,1,"[['packages/SystemUI/src/com/android/systemui/CornerHandleView.java', [[174, 175, 2, 10, ['<com.android.systemui.CornerHandleView: float getOuterRadiusPx()>#170#187']]], [[171, 172, 2, 8, ['<com.android.systemui.CornerHandleView: float getOuterRadiusPx()>#167#184']]]]]"
dfd2f7fed77160af2c57edfa20f1768b42aaa8da,4,4,"[['media/java/android/media/AudioSystem.java', [[219, 224, 6, 11, ['<android.media.AudioSystem: int audioFormatToBluetoothSourceCodec(int)>#212#226']]], [[227, 256, 30, 48, ['<android.media.AudioSystem: int bluetoothCodecToAudioFormat(int)>#240#258', '<android.media.AudioSystem: int audioFormatToBluetoothSourceCodec(int)>#219#232']]]], ['services/core/java/com/android/server/am/ActivityManagerService.java', [[18884, 18885, 2, 8, ['<com.android.server.am.ActivityManagerService.LocalService: int startActivityAsUserEmpty(Bundle)>#18884#18886']]], [[18782, 18787, 6, 15, ['<com.android.server.am.ActivityManagerService.LocalService: void onUserRemoved(int)>#18782#18788']]]], ['services/core/java/com/android/server/audio/AudioDeviceBroker.java', [[1033, 1034, 2, 0, []]], [[17, 17, 1, 0, []]]], ['services/core/java/com/android/server/audio/BtHelper.java', [[1184, 1206, 23, 40, ['<com.android.server.audio.BtHelper: int mapBluetoothCodecToAudioFormat(int)>#1184#1205']]], [[0, 0, 0, 0, []]]]]"
62f4dee264cabcd5595e6e4c0a6ab3228281d3e0,5,5,"[['services/core/java/com/android/server/audio/AudioService.java', [[3971, 3974, 4, 18, ['<com.android.server.audio.AudioService: void setSpeakerphoneOn(boolean)>#3950#3986']], [4009, 4011, 3, 16, ['<com.android.server.audio.AudioService: void setBluetoothScoOn(boolean)>#3994#4013']], [4039, 4044, 6, 19, ['<com.android.server.audio.AudioService: void startBluetoothSco(IBinder,int)>#4038#4052']], [4056, 4056, 1, 4, ['<com.android.server.audio.AudioService: void startBluetoothScoVirtualCall(IBinder)>#4055#4061']], [4064, 4064, 1, 5, ['<com.android.server.audio.AudioService: void startBluetoothScoInt(IBinder,int,String)>#4063#4072']]], [[3986, 3987, 2, 9, ['<com.android.server.audio.AudioService: void setSpeakerphoneOn(boolean)>#3963#4007']], [4030, 4040, 11, 33, ['<com.android.server.audio.AudioService: void setBluetoothScoOn(boolean)>#4015#4042']], [3983, 3984, 2, 10, ['<com.android.server.audio.AudioService: void setSpeakerphoneOn(boolean)>#3963#4007']], [3983, 3984, 2, 10, ['<com.android.server.audio.AudioService: void setSpeakerphoneOn(boolean)>#3963#4007']], [4118, 4122, 5, 20, ['<com.android.server.audio.AudioService: void startBluetoothScoInt(IBinder,int,String)>#4117#4132']]]], ['services/core/java/com/android/server/wm/ActivityStack.java', [[151, 153, 3, 0, []], [932, 995, 64, 144, ['<com.android.server.wm.ActivityStack: ActivityRecord isInStackLocked(ActivityRecord)>#982#994', '<com.android.server.wm.ActivityStack: ActivityRecord topRunningActivity(IBinder,int)>#970#976', '<com.android.server.wm.ActivityStack: ActivityRecord topRunningActivity()>#932#934', '<com.android.server.wm.ActivityStack: ActivityRecord topRunningNonOverlayTaskActivity()>#945#947', '<com.android.server.wm.ActivityStack: boolean isTopRunning(ActivityRecord,int,IBinder)>#978#980', '<com.android.server.wm.ActivityStack: ActivityRecord topRunningActivity(boolean)>#936#943', '<com.android.server.wm.ActivityStack: boolean isTopRunningNonDelayed(ActivityRecord,ActivityRecord)>#957#959', '<com.android.server.wm.ActivityStack: ActivityRecord topRunningNonDelayedActivityLocked(ActivityRecord)>#949#955']]], [[0, 0, 0, 0, []], [0, 0, 0, 0, []]]], ['services/core/java/com/android/server/audio/AudioDeviceInventory.java', [[0, 0, 0, 0, []]], [[452, 456, 5, 24, ['<com.android.server.audio.AudioDeviceInventory: void onBluetoothA2dpActiveDeviceChange(BluetoothA2dpDeviceInfo,int)>#410#496']]]], ['services/core/java/com/android/server/am/ActiveServices.java', [[3198, 3204, 7, 20, ['<com.android.server.am.ActiveServices: void realStartServiceLocked(ServiceRecord,ProcessRecord,boolean)>#3130#3251']]], [[3038, 3039, 2, 6, ['<com.android.server.am.ActiveServices: void realStartServiceLocked(ServiceRecord,ProcessRecord,boolean)>#2986#3086']]]], ['packages/SystemUI/src/com/android/systemui/qs/QSPanel.java', [[181, 183, 3, 6, ['<com.android.systemui.qs.QSPanel: void <init>(Context,AttributeSet,DumpManager,BroadcastDispatcher,QSLogger,NotificationMediaManager,Executor,DelayableExecutor,LocalBluetoothManager)>#130#184']]], [[205, 205, 1, 5, ['<com.android.systemui.qs.QSPanel: void <init>(Context,AttributeSet,DumpManager,BroadcastDispatcher,QSLogger,Executor,DelayableExecutor,LocalBluetoothManager)>#153#206']]]]]"
32c3556fef45f3b7fb003880f4e23227cda95f74,1,1,"[['core/java/android/bluetooth/BluetoothAdapter.java', [[1021, 1022, 2, 10, ['<android.bluetooth.BluetoothAdapter: int getState()>#1020#1037']]], [[1037, 1037, 1, 3, ['<android.bluetooth.BluetoothAdapter: int getState()>#1036#1052']]]]]"
69bee5bb55994d647b678b2cb2ce1becd3d77b32,2,2,"[['services/core/java/com/android/server/wm/TaskDisplayArea.java', [[147, 154, 8, 10, ['<com.android.server.wm.TaskDisplayArea: void <init>(DisplayContent,WindowManagerService)>#153#158']]], [[143, 145, 3, 14, ['<com.android.server.wm.TaskDisplayArea: void <init>(DisplayContent,WindowManagerService,String,int)>#143#149']]]], ['services/core/java/com/android/server/BluetoothManagerService.java', [[123, 125, 3, 0, []], [1663, 1671, 9, 32, ['<com.android.server.BluetoothManagerService: void sendBluetoothServiceUpCallback()>#1662#1678']], [1674, 1676, 3, 5, ['<com.android.server.BluetoothManagerService: void sendBluetoothServiceUpCallback()>#1662#1678']], [2064, 2081, 18, 38, ['<com.android.server.BluetoothManagerService.BluetoothHandler: void handleMessage(Message)>#1840#2439']]], [[0, 0, 0, 0, []], [1559, 1568, 10, 30, ['<com.android.server.BluetoothManagerService: void sendBluetoothServiceUpCallback()>#1558#1574']], [0, 0, 0, 0, []], [0, 0, 0, 0, []]]]]"
24f36fd2514856aaafe6a32a99050e272a6bd361,10,9,"[['telephony/java/android/telephony/CellIdentityTdscdma.java', [[131, 131, 1, 3, ['<android.telephony.CellIdentityTdscdma: void <init>(CellIdentityTdscdma)>#127#132']]], [[131, 135, 5, 17, ['<android.telephony.CellIdentityTdscdma: void <init>(CellIdentityTdscdma)>#127#136']]]], ['services/core/java/com/android/server/audio/AudioDeviceBroker.java', [[350, 353, 4, 9, ['<com.android.server.audio.AudioDeviceBroker: void setBluetoothScoOn(boolean,String)>#349#382']]], [[327, 327, 1, 0, []]]], ['core/java/android/view/ViewRootImpl.java', [[694, 694, 1, 0, []]], [[0, 0, 0, 0, []]]], ['telephony/java/android/telephony/CellIdentityWcdma.java', [[125, 125, 1, 0, []]], [[125, 129, 5, 0, []]]], ['services/core/java/com/android/server/wm/ActivityStack.java', [[2117, 2120, 4, 9, ['<com.android.server.wm.ActivityStack: boolean resumeTopActivityInnerLocked(ActivityRecord,ActivityOptions)>#1888#2345']]], [[2071, 2071, 1, 5, ['<com.android.server.wm.ActivityStack: boolean resumeTopActivityInnerLocked(ActivityRecord,ActivityOptions)>#1853#2282']]]], ['telephony/java/android/telephony/CellIdentityLte.java', [[155, 155, 1, 0, []]], [[155, 159, 5, 0, []]]], ['services/core/java/com/android/server/connectivity/NetworkAgentInfo.java', [[19, 20, 2, 0, []]], [[19, 19, 1, 0, []]]], ['services/core/java/com/android/server/audio/BtHelper.java', [[864, 939, 76, 128, ['<com.android.server.audio.BtHelper.ScoClient: void clearCount(boolean)>#924#941', '<com.android.server.audio.BtHelper.ScoClient: void decCount()>#900#919', '<com.android.server.audio.BtHelper.ScoClient: void incCount(int)>#867#895']], [955, 965, 11, 20, ['<com.android.server.audio.BtHelper.ScoClient: int totalCount()>#955#964']], [179, 179, 1, 1, ['<com.android.server.audio.BtHelper: boolean isTwsPlusSwitch(BluetoothDevice,String)>#173#192']]], [[679, 691, 13, 28, ['<com.android.server.audio.BtHelper.ScoClient: void unregisterDeathRecipient()>#687#693', '<com.android.server.audio.BtHelper.ScoClient: void registerDeathRecipient()>#679#685']], [0, 0, 0, 0, []], [785, 788, 4, 7, ['<com.android.server.audio.BtHelper.ScoClient: boolean requestScoState(int,int)>#713#838']]]]]"
df73284a33506ba26aadbd20a1dbd01353820200,9,6,"[['core/java/android/app/ActivityManagerInternal.java', [[398, 399, 2, 6, ['<android.app.ActivityManagerInternal: int startActivityAsUserEmpty(Bundle)>#399#399']]], [[398, 421, 24, 18, ['<android.app.ActivityManagerInternal: boolean isDeviceOwner(int)>#400#400', '<android.app.ActivityManagerInternal: void setDeviceOwnerUid(int)>#405#405', '<android.app.ActivityManagerInternal: int broadcastIntent(Intent,IIntentReceiver,String[],boolean,int,int[])>#417#417']]]], ['services/core/java/com/android/server/BluetoothManagerService.java', [[171, 171, 1, 0, []], [883, 897, 15, 30, ['<com.android.server.BluetoothManagerService: int updateBleAppCount(IBinder,boolean,String)>#833#900']], [928, 941, 14, 30, ['<com.android.server.BluetoothManagerService: void continueFromBleOnState()>#918#952']], [0, 0, 0, 0, []], [1888, 1901, 14, 34, ['<com.android.server.BluetoothManagerService.BluetoothHandler: void handleMessage(Message)>#1799#2339']], [1911, 1927, 17, 34, ['<com.android.server.BluetoothManagerService.BluetoothHandler: void handleMessage(Message)>#1799#2339']]], [[174, 175, 2, 0, []], [890, 894, 5, 14, ['<com.android.server.BluetoothManagerService: boolean enableBle(String,IBinder)>#883#911']], [972, 979, 8, 9, ['<com.android.server.BluetoothManagerService: void continueFromBleOnState()>#962#989']], [1775, 1775, 1, 3, ['<com.android.server.BluetoothManagerService.BluetoothHandler: void handleMessage(Message)>#1701#2263']], [1795, 1798, 4, 11, ['<com.android.server.BluetoothManagerService.BluetoothHandler: void handleMessage(Message)>#1701#2263']], [1818, 1822, 5, 13, ['<com.android.server.BluetoothManagerService.BluetoothHandler: void handleMessage(Message)>#1701#2263']]]], ['services/core/java/com/android/server/wm/DisplayContent.java', [[89, 94, 6, 0, []], [5976, 6172, 197, 394, ['<com.android.server.wm.DisplayContent: void findTaskLocked(ActivityRecord,boolean,FindTaskResult)>#6129#6173', '<com.android.server.wm.DisplayContent: ActivityStack getFocusedStack()>#5975#5988', '<com.android.server.wm.DisplayContent: ActivityStack getNextFocusableStack(ActivityStack,boolean)>#5990#6023', '<com.android.server.wm.DisplayContent: ActivityStack getLastFocusedStack()>#6046#6048', '<com.android.server.wm.DisplayContent: boolean allResumedActivitiesComplete()>#6050#6064', '<com.android.server.wm.DisplayContent: void acquireAppLaunchPerfLock(ActivityRecord)>#6093#6117', '<com.android.server.wm.DisplayContent: void acquireUxPerfLock(int,String)>#6119#6124', '<com.android.server.wm.DisplayContent: ActivityRecord getResumedActivity()>#6025#6044', '<com.android.server.wm.DisplayContent: boolean pauseBackStacks(boolean,ActivityRecord)>#6076#6091']]], [[0, 0, 0, 0, []], [5067, 5067, 1, 2, ['<com.android.server.wm.DisplayContent: ActivityStack getFocusedStack()>#5066#5068']]]], ['services/core/java/com/android/server/am/ProcessRecord.java', [[1634, 1635, 2, 4, ['<com.android.server.am.ProcessRecord: void appNotResponding(String,ApplicationInfo,String,WindowProcessController,boolean,String)>#1536#1739']]], [[1602, 1603, 2, 5, ['<com.android.server.am.ProcessRecord: void appNotResponding(String,ApplicationInfo,String,WindowProcessController,boolean,String,boolean)>#1503#1710']]]], ['services/core/java/com/android/server/LocationManagerService.java', [[220, 224, 5, 0, []], [580, 597, 18, 38, ['<com.android.server.LocationManagerService: void initializeProvidersLocked()>#540#634']]], [[0, 0, 0, 0, []], [0, 0, 0, 0, []]]], ['packages/SystemUI/src/com/android/systemui/statusbar/policy/WifiSignalController.java', [[128, 130, 3, 10, ['<com.android.systemui.statusbar.policy.WifiSignalController: void notifyListeners(SignalCallback)>#126#144']]], [[86, 91, 6, 21, ['<com.android.systemui.statusbar.policy.WifiSignalController: void notifyListeners(SignalCallback)>#84#105']]]]]"
c77ad764fad2451538f140b31601e7b8c6c59fa2,8,4,"[['packages/SettingsLib/src/com/android/settingslib/bluetooth/CachedBluetoothDevice.java', [[995, 1018, 24, 49, ['<com.android.settingslib.bluetooth.CachedBluetoothDevice: String getConnectionSummary(boolean)>#951#1073']]], [[942, 949, 8, 11, ['<com.android.settingslib.bluetooth.CachedBluetoothDevice: String getConnectionSummary(boolean)>#898#1003']]]], ['core/java/android/bluetooth/BluetoothDevice.java', [[281, 289, 9, 0, []]], [[232, 236, 5, 0, []]]], ['core/java/android/view/InputEventReceiver.java', [[223, 242, 20, 28, ['<android.view.InputEventReceiver: void dispatchBatchedInputEventPending()>#226#228', '<android.view.InputEventReceiver: void dispatchMotionEventInfo(int,int)>#232#242']]], [[0, 0, 0, 0, []]]], ['services/core/java/com/android/server/location/GnssNetworkConnectivityHandler.java', [[0, 0, 0, 0, []], [189, 189, 1, 5, ['<com.android.server.location.GnssNetworkConnectivityHandler: void <init>(Context,GnssNetworkListener,Looper,GpsNetInitiatedHandler)>#182#201']]], [[16, 16, 1, 0, []], [190, 190, 1, 5, ['<com.android.server.location.GnssNetworkConnectivityHandler: void <init>(Context,GnssNetworkListener,Looper,GpsNetInitiatedHandler)>#183#202']]]]]"
